run_id,agent_id,timestamp,task_category,user_query,query_length_tokens,prompt_complexity_score,domain,planner_type,model_name,memory_enabled,memory_tokens_used,tool_count_available,selected_tools,reasoning_steps,tool_calls_made,latency_seconds,input_tokens,output_tokens,total_tokens,estimated_cost_usd,retrieval_hits,retrieval_quality_score,context_relevance_score,hallucination_risk_score,final_success,failure_type,failure_reason,answer_quality_score,user_satisfaction_score
run_0059330,agent_038,2026-02-23 14:12:40,code_generation,Write and debug a finance script for this task,64,6,finance,Plan-and-Execute,claude-sonnet,False,0,26,web_search;calendar;api_call;crm_lookup,9,3,1.13,373,86,459,0.002409,0.0,,0.3257,0.7315,True,Success,goal satisfied,0.5472,4.0
run_0059331,agent_042,2026-03-23 01:19:17,planning,Draft a step-by-step plan for this healthcare objective,49,6,healthcare,ReAct,gpt-4o,True,1006,17,,10,0,2.93,2497,90,2587,0.007142,7.0,0.59,0.4529,0.4896,True,Success,goal satisfied,0.7085,
run_0059332,agent_047,2026-03-28 05:02:07,research_qa,What does the latest travel research say about this question?,74,6,travel,ReAct,gemini-flash,False,0,26,,7,0,0.98,374,325,699,0.000126,0.0,,0.5507,0.6832,False,Hallucination,fabricated a numeric value,0.2139,3.0
run_0059333,agent_003,2026-02-09 23:04:05,code_generation,Write and debug a legal script for this task,78,6,legal,ReAct,gemini-flash,True,67,25,code_exec;file_reader;rag_retrieve;calculator,7,3,1.19,1255,92,1347,0.000122,4.0,0.7196,0.6848,0.3138,True,Success,resolved on first attempt,0.5984,4.0
run_0059334,agent_048,2026-03-10 16:03:30,extraction,Extract the structured fields from these travel records,80,5,travel,ReAct,gpt-4o-mini,True,457,28,sql_query;code_exec,6,4,1.86,888,78,966,0.00018,0.0,,0.3215,0.4049,True,Success,completed within budget,0.5669,4.0
run_0059335,agent_004,2026-03-14 11:27:41,data_analysis,Analyze the education data and summarize the main trends,70,4,education,Single-shot,gpt-4o,False,0,8,web_search;code_exec;file_reader,8,8,3.02,375,115,490,0.002088,0.0,,0.3966,0.5809,True,Success,goal satisfied,0.6119,4.0
run_0059336,agent_028,2026-02-25 00:21:48,code_generation,Write and debug a education script for this task,52,6,education,ReAct,gpt-4o-mini,False,0,29,calculator,2,1,0.43,350,37,387,7.5e-05,0.0,,,0.6768,True,Success,goal satisfied,0.5994,3.0
run_0059337,agent_030,2026-02-12 23:35:48,research_qa,What does the latest healthcare research say about this question?,72,5,healthcare,Single-shot,gpt-4o-mini,True,86,12,api_call;email_send;web_search;rag_retrieve,12,7,1.95,1508,214,1722,0.000355,5.0,0.3017,0.2676,0.5201,True,Success,goal satisfied,0.2737,3.0
run_0059338,agent_029,2026-03-28 22:33:01,customer_support,Help resolve this finance customer issue end to end,105,8,finance,Tree-of-Thought,gpt-4o,True,418,23,crm_lookup;web_search,10,7,1.88,2117,64,2181,0.005932,6.0,0.5273,0.4499,0.6796,False,Retrieval Failure,low-similarity chunks dominated the context,0.1707,2.0
run_0059339,agent_008,2026-02-08 09:30:57,customer_support,Help resolve this finance customer issue end to end,38,6,finance,ReAct,qwen2.5-7b,True,387,23,sql_query;vector_search;rag_retrieve;calendar,9,6,1.26,1188,137,1325,0.000265,3.0,0.3068,0.3018,0.738,False,Planning Error,produced an invalid plan step,0.1187,2.0
run_0059340,agent_037,2026-01-21 22:45:26,customer_support,Help resolve this general customer issue end to end,20,4,general,Plan-and-Execute,gpt-4o,True,291,19,vector_search;file_reader;calculator;crm_lookup;calendar,5,5,1.89,1133,137,1270,0.004202,3.0,0.3085,0.1536,0.4414,False,Planning Error,looped without making progress,0.2139,
run_0059341,agent_037,2026-01-19 18:12:46,planning,Draft a step-by-step plan for this general objective,77,4,general,ReAct,gpt-4o-mini,False,0,8,,4,0,1.37,2008,170,2178,0.000403,9.0,0.3699,0.337,0.4815,False,Timeout,exceeded the wall-clock budget,0.2548,2.0
run_0059342,agent_039,2026-02-14 09:53:21,code_generation,Write and debug a finance script for this task,37,5,finance,ReAct,gpt-4o-mini,False,0,29,crm_lookup;vector_search;calendar,8,5,2.04,2129,27,2156,0.000336,9.0,0.6685,0.7168,0.5838,True,Success,goal satisfied,0.5418,3.0
run_0059343,agent_050,2026-01-28 22:39:15,multi_step_workflow,Run the full ecommerce workflow across the connected tools,52,4,ecommerce,Single-shot,gpt-4o-mini,True,138,8,code_exec;api_call;crm_lookup,6,5,0.85,495,72,567,0.000117,0.0,,0.4093,0.3338,True,Success,completed within budget,0.7044,4.0
run_0059344,agent_003,2026-02-09 14:29:35,code_generation,Write and debug a education script for this task,23,1,education,ReAct,claude-sonnet,False,0,33,file_reader,2,1,1.17,322,113,435,0.002661,0.0,,,0.5096,False,Planning Error,skipped a required precondition,0.24,3.0
run_0059345,agent_015,2026-02-16 21:56:51,data_analysis,Analyze the finance data and summarize the main trends,50,8,finance,ReAct,gpt-4o-mini,True,113,10,api_call;calculator;crm_lookup,11,7,1.65,448,120,568,0.000139,0.0,,0.4672,0.6177,True,Success,resolved on first attempt,0.6918,4.0
run_0059346,agent_011,2026-02-18 11:19:12,customer_support,Help resolve this education customer issue end to end,90,6,education,Tree-of-Thought,claude-sonnet,False,0,8,calendar,10,4,1.77,400,79,479,0.002385,0.0,,0.3286,0.7712,True,Success,resolved on first attempt,0.4258,3.0
run_0059347,agent_049,2026-01-01 11:47:19,research_qa,What does the latest finance research say about this question?,35,3,finance,ReAct,llama-3.3-70b,False,0,23,web_search;code_exec;file_reader;rag_retrieve,4,0,0.86,1619,100,1719,0.001034,7.0,0.8525,0.9087,0.3071,False,Retrieval Failure,low-similarity chunks dominated the context,0.3602,3.0
run_0059348,agent_041,2026-03-07 13:19:12,data_analysis,Analyze the finance data and summarize the main trends,43,5,finance,Tree-of-Thought,llama-3.3-70b,True,621,29,sql_query;calendar;crm_lookup,6,4,1.49,1015,108,1123,0.000684,0.0,,0.3309,0.2746,True,Success,goal satisfied,0.564,4.0
run_0059349,agent_011,2026-02-17 04:10:28,extraction,Extract the structured fields from these tech_support records,54,3,tech_support,Single-shot,gpt-4o-mini,True,313,8,crm_lookup;sql_query;code_exec;api_call,2,2,0.95,671,65,736,0.00014,0.0,,0.5791,0.4317,True,Success,completed within budget,0.8436,5.0
run_0059350,agent_045,2026-01-25 13:05:45,multi_step_workflow,Run the full ecommerce workflow across the connected tools,48,6,ecommerce,Single-shot,gemini-flash,True,156,29,rag_retrieve;code_exec;sql_query;web_search;chart_gen;vector_search;api_call,8,7,1.94,1157,44,1201,0.0001,4.0,0.5762,0.5379,0.3576,True,Success,goal satisfied,0.6978,5.0
run_0059351,agent_026,2026-02-23 10:40:02,planning,Draft a step-by-step plan for this ecommerce objective,99,9,ecommerce,ReAct,gemini-flash,True,135,4,chart_gen;calculator;sql_query;file_reader,8,7,1.03,555,110,665,7.5e-05,0.0,,0.626,0.7115,True,Success,completed within budget,0.5965,4.0
run_0059352,agent_016,2026-02-20 07:43:48,customer_support,Help resolve this finance customer issue end to end,62,4,finance,ReAct,gpt-4o,True,164,5,vector_search;web_search;chart_gen,3,1,1.78,2503,41,2544,0.006668,10.0,0.8766,0.705,0.2636,True,Success,completed within budget,0.6257,4.0
run_0059353,agent_024,2026-02-10 00:25:29,multi_step_workflow,Run the full travel workflow across the connected tools,35,1,travel,Reflexion,qwen2.5-7b,True,85,25,api_call;file_reader;vector_search,6,5,2.26,2283,54,2337,0.000467,9.0,0.7496,0.9492,0.2479,True,Success,completed within budget,0.8004,4.0
run_0059354,agent_004,2026-02-16 15:27:49,summarization,Summarize these finance documents into a short brief,22,4,finance,Tree-of-Thought,claude-sonnet,True,348,37,api_call;calendar;calculator,5,6,1.6,1923,115,2038,0.007494,6.0,0.7319,0.7034,0.3728,True,Success,goal satisfied,0.5903,3.0
run_0059355,agent_008,2026-03-09 21:26:21,research_qa,What does the latest education research say about this question?,48,6,education,Plan-and-Execute,gpt-4o,True,290,6,rag_retrieve;web_search;calculator,5,3,1.83,1404,116,1520,0.00467,4.0,0.2273,0.4129,0.5197,True,Success,goal satisfied,0.5307,4.0
run_0059356,agent_011,2026-03-01 07:37:58,customer_support,Help resolve this tech_support customer issue end to end,49,5,tech_support,Tree-of-Thought,llama-3.3-70b,True,338,26,sql_query;email_send,5,6,1.16,1142,86,1228,0.000742,3.0,0.6681,0.5579,0.2845,True,Success,goal satisfied,0.4899,4.0
run_0059357,agent_017,2026-03-22 10:20:09,research_qa,What does the latest finance research say about this question?,46,3,finance,Single-shot,llama-3.3-70b,True,255,14,api_call;chart_gen;rag_retrieve;email_send,3,3,1.12,1230,76,1306,0.000786,3.0,0.29,0.2483,0.5159,True,Success,completed within budget,0.4673,4.0
run_0059358,agent_030,2026-03-27 04:04:23,summarization,Summarize these tech_support documents into a short brief,89,5,tech_support,ReAct,claude-sonnet,False,0,11,calendar;web_search;api_call,6,1,1.39,402,75,477,0.002331,0.0,,0.5338,0.4928,True,Success,resolved on first attempt,0.2164,3.0
run_0059359,agent_016,2026-03-29 23:20:33,extraction,Extract the structured fields from these ecommerce records,91,4,ecommerce,Plan-and-Execute,gpt-4o-mini,False,0,11,code_exec;api_call;rag_retrieve;web_search,6,2,1.71,1686,56,1742,0.000286,7.0,0.7074,0.5718,0.5268,True,Success,completed within budget,0.426,3.0
run_0059360,agent_036,2026-02-23 14:15:58,multi_step_workflow,Run the full travel workflow across the connected tools,73,5,travel,ReAct,qwen2.5-7b,True,396,37,sql_query;file_reader;web_search,5,3,0.9,746,82,828,0.000166,0.0,,0.6292,0.3533,True,Success,resolved on first attempt,0.4789,3.0
run_0059361,agent_013,2026-02-23 18:06:06,research_qa,What does the latest tech_support research say about this question?,18,5,tech_support,Plan-and-Execute,gpt-4o-mini,True,812,35,calculator;code_exec;sql_query,3,2,1.17,1111,52,1163,0.000198,0.0,,0.4154,0.3194,False,Context Overflow,truncation dropped critical context,0.3578,3.0
run_0059362,agent_002,2026-01-24 13:53:02,multi_step_workflow,Run the full general workflow across the connected tools,65,5,general,Plan-and-Execute,gpt-4o-mini,True,247,31,,5,0,1.35,583,69,652,0.000129,0.0,,0.5338,0.4943,True,Success,resolved on first attempt,0.4843,4.0
run_0059363,agent_031,2026-03-17 17:49:45,customer_support,Help resolve this ecommerce customer issue end to end,51,4,ecommerce,Plan-and-Execute,qwen2.5-7b,True,348,38,file_reader,4,1,1.07,674,63,737,0.000147,0.0,,0.3894,0.4544,True,Success,goal satisfied,0.3245,2.0
run_0059364,agent_024,2026-02-06 15:32:56,data_analysis,Analyze the education data and summarize the main trends,74,4,education,ReAct,gpt-4o-mini,False,0,19,chart_gen;calendar;email_send,3,3,0.65,377,124,501,0.000131,0.0,,0.4462,0.3822,True,Success,resolved on first attempt,0.5734,4.0
run_0059365,agent_026,2026-03-23 19:41:40,research_qa,What does the latest travel research say about this question?,34,6,travel,Tree-of-Thought,gemini-flash,False,0,17,api_call;sql_query,6,4,1.4,335,101,436,5.5e-05,0.0,,0.4837,0.541,True,Success,completed within budget,0.8588,4.0
run_0059366,agent_049,2026-01-13 10:28:22,data_analysis,Analyze the finance data and summarize the main trends,93,8,finance,Reflexion,claude-sonnet,True,233,38,email_send;api_call;code_exec;crm_lookup,11,9,3.04,637,135,772,0.003936,0.0,,0.4034,0.5689,False,Timeout,run cancelled at the latency ceiling,0.5421,3.0
run_0059367,agent_011,2026-03-21 02:50:36,customer_support,Help resolve this education customer issue end to end,23,6,education,ReAct,llama-3.3-70b,True,570,18,web_search;calendar;code_exec;email_send,4,2,0.77,879,84,963,0.000585,0.0,,0.4714,0.5347,True,Success,goal satisfied,0.547,4.0
run_0059368,agent_029,2026-01-04 15:43:38,multi_step_workflow,Run the full finance workflow across the connected tools,50,5,finance,Reflexion,claude-sonnet,False,0,33,file_reader;calendar;api_call;calculator;code_exec,6,0,0.81,348,129,477,0.002979,0.0,,0.4854,0.6701,True,Success,goal satisfied,0.5937,4.0
run_0059369,agent_007,2026-03-24 22:59:02,summarization,Summarize these finance documents into a short brief,107,7,finance,Plan-and-Execute,llama-3.3-70b,True,434,20,crm_lookup;calendar;sql_query,6,4,2.05,2313,76,2389,0.001425,8.0,,0.5731,0.5666,True,Success,completed within budget,0.6173,4.0
run_0059370,agent_050,2026-01-01 18:48:59,customer_support,Help resolve this tech_support customer issue end to end,43,7,tech_support,ReAct,llama-3.3-70b,False,0,18,chart_gen;sql_query;vector_search;code_exec,6,4,0.63,510,104,614,0.000383,1.0,0.2904,0.3535,0.616,True,Success,resolved on first attempt,0.4219,3.0
run_0059371,agent_034,2026-02-19 13:00:28,research_qa,What does the latest tech_support research say about this question?,68,9,tech_support,Plan-and-Execute,gpt-4o-mini,False,0,26,calendar;chart_gen;web_search,9,2,0.88,374,178,552,0.000163,0.0,,0.4321,0.5626,True,Success,resolved on first attempt,0.6167,4.0
run_0059372,agent_005,2026-03-31 17:39:20,summarization,Summarize these finance documents into a short brief,42,6,finance,Plan-and-Execute,claude-sonnet,True,42,28,file_reader;email_send;sql_query,7,4,1.65,393,118,511,0.002949,0.0,,0.5682,0.434,True,Success,resolved on first attempt,0.5621,4.0
run_0059373,agent_030,2026-03-22 02:39:49,customer_support,Help resolve this healthcare customer issue end to end,97,6,healthcare,Reflexion,llama-3.3-70b,True,335,23,code_exec,11,8,5.29,786,104,890,0.000546,0.0,,0.5183,0.5788,True,Success,completed within budget,0.7399,4.0
run_0059374,agent_012,2026-02-02 06:38:57,planning,Draft a step-by-step plan for this finance objective,68,5,finance,Plan-and-Execute,gpt-4o,True,839,37,rag_retrieve;code_exec;calculator,7,4,2.03,2978,37,3015,0.007815,8.0,0.6718,0.5816,0.4179,True,Success,completed within budget,0.6516,4.0
run_0059375,agent_019,2026-01-07 05:52:05,code_generation,Write and debug a travel script for this task,26,8,travel,Single-shot,gemini-flash,True,102,22,crm_lookup;calendar;rag_retrieve,10,5,1.28,1352,43,1395,0.000114,5.0,0.4494,0.3507,0.6021,True,Success,resolved on first attempt,0.3429,
run_0059376,agent_050,2026-02-18 15:59:06,code_generation,Write and debug a finance script for this task,41,3,finance,ReAct,gpt-4o-mini,True,313,8,rag_retrieve;chart_gen;crm_lookup,7,7,2.08,1588,109,1697,0.000304,5.0,0.875,0.7806,0.3052,True,Success,resolved on first attempt,0.7606,4.0
run_0059377,agent_047,2026-03-08 06:29:02,summarization,Summarize these education documents into a short brief,62,1,education,Reflexion,claude-sonnet,False,0,6,calendar;file_reader;chart_gen,3,3,0.71,361,46,407,0.001773,0.0,,0.7152,0.4526,True,Success,completed within budget,0.6555,3.0
run_0059378,agent_031,2026-01-27 00:55:21,data_analysis,Analyze the healthcare data and summarize the main trends,47,5,healthcare,Reflexion,gpt-4o-mini,True,328,20,calendar,6,6,0.68,730,53,783,0.000141,0.0,,0.2679,0.3994,True,Success,resolved on first attempt,0.6586,
run_0059379,agent_040,2026-01-08 02:02:40,code_generation,Write and debug a general script for this task,28,5,general,Plan-and-Execute,claude-sonnet,True,143,29,file_reader;api_call;web_search;rag_retrieve,3,3,0.59,1245,93,1338,0.00513,4.0,0.3678,0.4833,0.5541,True,Success,resolved on first attempt,0.3172,3.0
run_0059380,agent_047,2026-03-18 01:09:18,data_analysis,Analyze the general data and summarize the main trends,54,1,general,ReAct,llama-3.3-70b,False,0,36,code_exec;calendar,5,3,1.38,352,186,538,0.000355,0.0,,0.4967,0.5628,True,Success,completed within budget,0.6481,4.0
run_0059381,agent_007,2026-03-05 12:05:24,multi_step_workflow,Run the full tech_support workflow across the connected tools,19,1,tech_support,Reflexion,gemini-flash,False,0,12,crm_lookup;rag_retrieve;email_send,2,1,2.13,3064,80,3144,0.000254,14.0,0.7828,0.7732,0.3337,True,Success,completed within budget,0.6014,3.0
run_0059382,agent_007,2026-02-05 03:53:48,research_qa,What does the latest travel research say about this question?,41,2,travel,Single-shot,gemini-flash,False,0,24,chart_gen;api_call,2,1,0.99,345,25,370,3.3e-05,0.0,,0.5143,0.3159,True,Success,goal satisfied,0.5793,4.0
run_0059383,agent_012,2026-02-19 05:32:34,data_analysis,Analyze the education data and summarize the main trends,81,4,education,Reflexion,qwen2.5-7b,False,0,20,vector_search,4,3,1.58,1748,99,1847,0.000369,8.0,0.5937,0.6763,0.3508,True,Success,goal satisfied,0.6263,4.0
run_0059384,agent_040,2026-01-10 01:34:31,research_qa,What does the latest finance research say about this question?,62,7,finance,Plan-and-Execute,gpt-4o,False,0,9,api_call;sql_query,9,6,1.05,361,82,443,0.001722,0.0,,0.2963,0.7071,False,Context Overflow,prompt exceeded the model context window,0.1705,2.0
run_0059385,agent_030,2026-03-26 11:06:38,code_generation,Write and debug a legal script for this task,84,2,legal,Plan-and-Execute,claude-sonnet,True,76,12,api_call;rag_retrieve;chart_gen;code_exec,2,3,1.79,1906,147,2053,0.007923,7.0,0.6217,0.6376,0.2879,False,Tool Failure,tool returned a non-200 status,0.1897,2.0
run_0059386,agent_005,2026-01-10 03:06:31,customer_support,Help resolve this education customer issue end to end,35,3,education,Plan-and-Execute,llama-3.3-70b,True,328,19,email_send;api_call;vector_search,4,2,1.28,1671,53,1724,0.001028,5.0,0.5779,0.5558,0.3077,False,Tool Failure,selected tool timed out mid-call,0.6376,4.0
run_0059387,agent_005,2026-01-24 21:41:42,research_qa,What does the latest finance research say about this question?,70,4,finance,Single-shot,gpt-4o,False,0,14,web_search;rag_retrieve;calendar,8,4,1.72,1544,147,1691,0.00533,6.0,0.7611,0.4962,0.4668,True,Success,completed within budget,0.3636,3.0
run_0059388,agent_035,2026-01-31 14:20:19,extraction,Extract the structured fields from these tech_support records,37,4,tech_support,Single-shot,claude-sonnet,False,0,31,vector_search;calendar,3,2,0.95,1604,36,1640,0.005352,7.0,0.8793,0.6937,0.3244,True,Success,completed within budget,0.5758,4.0
run_0059389,agent_037,2026-03-19 11:20:55,planning,Draft a step-by-step plan for this legal objective,56,4,legal,Plan-and-Execute,gemini-flash,True,181,16,email_send;calculator;chart_gen,5,7,1.15,1902,64,1966,0.000162,7.0,0.618,0.426,0.521,True,Success,completed within budget,0.6008,4.0
run_0059390,agent_011,2026-03-18 16:39:56,data_analysis,Analyze the tech_support data and summarize the main trends,64,3,tech_support,Plan-and-Execute,gemini-flash,True,104,24,email_send;crm_lookup,5,3,0.72,1511,66,1577,0.000133,6.0,0.7652,0.689,0.3971,True,Success,goal satisfied,0.8982,5.0
run_0059391,agent_028,2026-02-10 05:27:04,multi_step_workflow,Run the full finance workflow across the connected tools,49,4,finance,Reflexion,gemini-flash,True,305,16,calculator;file_reader;email_send,7,9,1.28,638,67,705,6.8e-05,0.0,,0.4369,0.57,True,Success,goal satisfied,0.4547,3.0
run_0059392,agent_025,2026-01-20 07:26:04,code_generation,Write and debug a ecommerce script for this task,89,5,ecommerce,Plan-and-Execute,claude-sonnet,False,0,10,calendar;rag_retrieve,6,4,2.62,1732,61,1793,0.006111,8.0,0.6787,0.6354,0.4008,False,Hallucination,cited a source that does not exist,0.3637,2.0
run_0059393,agent_009,2026-03-06 01:01:17,customer_support,Help resolve this ecommerce customer issue end to end,18,2,ecommerce,ReAct,gpt-4o-mini,True,558,28,,3,0,1.0,943,88,1031,0.000194,0.0,,0.5297,0.3088,True,Success,goal satisfied,0.704,4.0
run_0059394,agent_001,2026-01-11 07:37:14,research_qa,What does the latest finance research say about this question?,33,4,finance,ReAct,gpt-4o,True,76,30,sql_query;email_send;crm_lookup;file_reader;rag_retrieve,3,0,2.08,951,58,1009,0.002958,3.0,0.3966,0.2255,0.3966,False,Planning Error,skipped a required precondition,0.2531,3.0
run_0059395,agent_013,2026-01-12 04:29:11,planning,Draft a step-by-step plan for this healthcare objective,29,3,healthcare,ReAct,llama-3.3-70b,True,402,35,rag_retrieve;calculator,4,6,2.01,1877,87,1964,0.001176,6.0,0.5492,0.5688,0.2954,True,Success,resolved on first attempt,0.6909,4.0
run_0059396,agent_049,2026-01-08 09:44:38,data_analysis,Analyze the tech_support data and summarize the main trends,70,4,tech_support,ReAct,llama-3.3-70b,True,249,12,chart_gen;email_send;vector_search,8,6,1.77,1501,33,1534,0.000912,5.0,0.5385,0.4287,0.4352,True,Success,goal satisfied,0.8578,5.0
run_0059397,agent_038,2026-01-17 21:29:49,customer_support,Help resolve this ecommerce customer issue end to end,38,2,ecommerce,Single-shot,gpt-4o-mini,True,171,9,rag_retrieve;file_reader,3,0,1.22,2079,56,2135,0.000345,8.0,0.8862,0.8827,0.0724,True,Success,completed within budget,0.8862,5.0
run_0059398,agent_049,2026-01-14 07:12:23,data_analysis,Analyze the ecommerce data and summarize the main trends,41,5,ecommerce,Plan-and-Execute,claude-sonnet,True,75,13,api_call;chart_gen;code_exec,2,1,0.67,431,69,500,0.002328,0.0,,0.4809,0.4509,False,Hallucination,answer diverged from retrieved evidence,0.1981,2.0
run_0059399,agent_003,2026-03-20 19:37:14,code_generation,Write and debug a education script for this task,39,5,education,Single-shot,gpt-4o,False,0,34,calculator,5,3,0.55,344,145,489,0.00231,0.0,,0.5091,0.612,True,Success,goal satisfied,0.6618,4.0
run_0059400,agent_009,2026-01-10 14:26:54,data_analysis,Analyze the finance data and summarize the main trends,56,4,finance,Plan-and-Execute,qwen2.5-7b,True,278,10,calendar;calculator;api_call,4,1,2.78,1806,51,1857,0.000371,6.0,0.45,,0.5442,False,Context Overflow,truncation dropped critical context,0.3421,2.0
run_0059401,agent_045,2026-03-01 10:29:19,summarization,Summarize these tech_support documents into a short brief,48,4,tech_support,ReAct,gpt-4o-mini,True,452,18,sql_query,5,3,0.99,755,192,947,0.000228,0.0,,0.4438,0.5408,True,Success,completed within budget,0.7389,4.0
run_0059402,agent_047,2026-01-20 06:21:33,extraction,Extract the structured fields from these education records,60,5,education,ReAct,gemini-flash,True,464,15,file_reader;sql_query;calculator;crm_lookup;chart_gen,4,2,2.4,2356,25,2381,0.000184,9.0,0.7936,0.6517,0.2937,True,Success,resolved on first attempt,0.6153,3.0
run_0059403,agent_002,2026-03-20 12:29:41,extraction,Extract the structured fields from these healthcare records,30,8,healthcare,Single-shot,gpt-4o-mini,False,0,24,chart_gen;calculator;sql_query;rag_retrieve,6,2,1.48,658,115,773,0.000168,2.0,0.3118,0.1873,0.8049,False,Tool Failure,selected tool timed out mid-call,0.2644,2.0
run_0059404,agent_017,2026-03-15 07:11:34,extraction,Extract the structured fields from these finance records,144,8,finance,Single-shot,gemini-flash,True,229,32,,7,0,2.87,704,50,754,6.8e-05,0.0,,0.5233,0.7523,False,Context Overflow,prompt exceeded the model context window,0.061,2.0
run_0059405,agent_009,2026-01-06 10:31:43,research_qa,What does the latest travel research say about this question?,108,8,travel,Plan-and-Execute,gemini-flash,True,283,9,vector_search;code_exec;calculator;rag_retrieve;email_send;web_search;file_reader;sql_query,8,8,1.17,1130,80,1210,0.000109,2.0,0.2359,0.2523,0.6819,True,Success,goal satisfied,0.6244,5.0
run_0059406,agent_043,2026-01-13 12:55:30,code_generation,Write and debug a education script for this task,95,2,education,Plan-and-Execute,claude-sonnet,True,72,30,email_send;calendar;chart_gen,7,6,0.78,458,121,579,0.003189,0.0,,0.6075,0.3577,True,Success,resolved on first attempt,,2.0
run_0059407,agent_046,2026-03-05 06:09:01,planning,Draft a step-by-step plan for this ecommerce objective,128,8,ecommerce,Plan-and-Execute,gpt-4o-mini,False,0,29,email_send;api_call;chart_gen;crm_lookup;web_search,12,12,1.77,429,87,516,0.000117,0.0,,0.4038,0.802,False,Hallucination,answer diverged from retrieved evidence,0.0117,2.0
run_0059408,agent_032,2026-01-13 01:24:12,summarization,Summarize these education documents into a short brief,42,5,education,Tree-of-Thought,gpt-4o-mini,True,505,8,code_exec;file_reader;rag_retrieve,5,4,0.92,1938,104,2042,0.000353,6.0,0.607,0.4893,0.2877,True,Success,completed within budget,0.5712,3.0
run_0059409,agent_002,2026-03-27 00:56:24,multi_step_workflow,Run the full tech_support workflow across the connected tools,66,8,tech_support,Reflexion,claude-sonnet,True,1323,33,code_exec;sql_query;rag_retrieve;email_send;chart_gen,9,3,2.21,2746,147,2893,0.010443,5.0,0.4335,0.4891,0.592,True,Success,resolved on first attempt,0.45,3.0
run_0059410,agent_005,2026-02-27 23:59:22,research_qa,What does the latest tech_support research say about this question?,29,6,tech_support,ReAct,gpt-4o-mini,True,76,6,api_call;file_reader;calculator;email_send,9,6,2.12,396,82,478,0.000109,0.0,,0.3249,0.4037,True,Success,goal satisfied,0.4148,3.0
run_0059411,agent_044,2026-02-19 00:24:20,data_analysis,Analyze the general data and summarize the main trends,66,4,general,ReAct,gpt-4o-mini,False,0,37,chart_gen;vector_search,6,2,1.95,1182,104,1286,0.00024,5.0,0.8462,0.7677,0.3053,True,Success,completed within budget,0.8223,5.0
run_0059412,agent_043,2026-03-31 21:23:39,extraction,Extract the structured fields from these healthcare records,57,6,healthcare,Single-shot,gpt-4o-mini,True,39,3,calendar;email_send;sql_query,4,3,0.79,410,52,462,9.3e-05,0.0,,0.5439,0.4966,True,Success,goal satisfied,0.4137,3.0
run_0059413,agent_001,2026-02-09 08:53:40,multi_step_workflow,Run the full general workflow across the connected tools,102,8,general,Plan-and-Execute,llama-3.3-70b,True,573,15,calculator;code_exec,9,3,3.15,1024,59,1083,0.000651,0.0,,0.5313,,False,Timeout,run cancelled at the latency ceiling,0.209,2.0
run_0059414,agent_001,2026-03-30 23:16:41,data_analysis,Analyze the tech_support data and summarize the main trends,35,6,tech_support,ReAct,gpt-4o,False,0,32,crm_lookup;chart_gen,8,11,1.18,334,171,505,0.002545,0.0,,0.5417,0.5016,True,Success,resolved on first attempt,,4.0
run_0059415,agent_029,2026-02-19 17:51:04,data_analysis,Analyze the ecommerce data and summarize the main trends,64,5,ecommerce,Reflexion,llama-3.3-70b,False,0,31,file_reader;sql_query;chart_gen;api_call;email_send;calculator;crm_lookup;web_search,9,11,2.12,951,64,1015,0.000612,3.0,0.2266,0.3829,0.7581,True,Success,completed within budget,0.2607,2.0
run_0059416,agent_017,2026-01-13 05:55:26,research_qa,What does the latest tech_support research say about this question?,51,7,tech_support,Tree-of-Thought,llama-3.3-70b,True,329,27,vector_search;api_call;crm_lookup;calendar,7,4,1.05,1264,137,1401,0.000854,3.0,0.5215,0.5108,0.5941,True,Success,goal satisfied,0.9292,5.0
run_0059417,agent_019,2026-02-04 01:57:48,research_qa,What does the latest legal research say about this question?,65,2,legal,ReAct,gemini-flash,False,0,5,vector_search;web_search;api_call;chart_gen,3,0,2.05,1426,81,1507,0.000131,6.0,0.7502,0.4929,0.3945,True,Success,completed within budget,0.5433,3.0
run_0059418,agent_050,2026-02-11 19:23:01,planning,Draft a step-by-step plan for this tech_support objective,50,4,tech_support,Single-shot,gemini-flash,True,105,31,code_exec;vector_search,1,1,1.35,1944,46,1990,0.00016,8.0,0.782,0.7496,0.4245,True,Success,resolved on first attempt,0.574,3.0
run_0059419,agent_031,2026-03-03 20:25:44,data_analysis,Analyze the ecommerce data and summarize the main trends,106,9,ecommerce,ReAct,llama-3.3-70b,True,66,26,file_reader;code_exec;chart_gen,5,2,1.42,497,102,599,0.000374,0.0,,0.4493,0.5866,False,Planning Error,produced an invalid plan step,0.2172,3.0
run_0059420,agent_027,2026-03-09 11:29:36,summarization,Summarize these ecommerce documents into a short brief,25,2,ecommerce,ReAct,gpt-4o,True,287,33,sql_query,5,1,1.58,652,64,716,0.00227,0.0,,0.4429,0.4364,True,Success,resolved on first attempt,0.2979,3.0
run_0059421,agent_037,2026-03-12 15:18:52,code_generation,Write and debug a general script for this task,89,7,general,Reflexion,gpt-4o,True,561,9,chart_gen;email_send;vector_search,6,2,1.15,2846,54,2900,0.007655,9.0,0.6959,0.7184,0.5037,True,Success,resolved on first attempt,0.3928,3.0
